slug,name,file,file_expanded,os_raw,os_canonical,type,description
fleetdeck,FleetDeck.io,C:\Program Files (x86)\FleetDeck Agent\*\fd_agent.dll,C:\Program Files (x86)\FleetDeck Agent\*\fd_agent.dll,Windows,Windows,,FleetDeck agent DLL (reported in GitHub issue)
fleetdeck,FleetDeck.io,C:\Windows\Temp\FleetDeck\*,C:\Windows\Temp\FleetDeck\*,Windows,Windows,,FleetDeck temporary files directory (verified via official documentation)
freshservice,Freshservice,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\FSAgentService.exe,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\FSAgentService.exe,Windows,Windows,,Freshservice Discovery Agent SYSTEM service binary (registered as Windows service `FSAgentService`). Confirmed via `fs-windows-agent-3.10.0.msi` File table and CAPE Sandbox of SHA256 773f976170f87167d63d55bf83c5f3853d3f10f01dd627ab3dfe0f02b6f25d48.
freshservice,Freshservice,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\FSAgentAutoUpdate.exe,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\FSAgentAutoUpdate.exe,Windows,Windows,,Freshservice Discovery Agent auto-updater binary; pulls new MSIs from fstools.freshservice.com.
freshservice,Freshservice,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\FSAgentCrashStatusUpdater.exe,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\FSAgentCrashStatusUpdater.exe,Windows,Windows,,Freshservice Discovery Agent crash reporter binary.
freshservice,Freshservice,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\FSWmiScanner.exe,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\FSWmiScanner.exe,Windows,Windows,,Freshservice WMI scanner helper invoked by FSAgentService.
freshservice,Freshservice,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\AgentInstaller.dll,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\AgentInstaller.dll,Windows,Windows,,Freshservice Discovery Agent custom-action DLL responsible for installing/uninstalling the `FSAgentService` Windows service via msiexec.
freshservice,Freshservice,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\FSUtil.dll,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\FSUtil.dll,Windows,Windows,,Freshservice Discovery Agent shared utility library.
freshservice,Freshservice,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\Newtonsoft.Json.dll,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\Newtonsoft.Json.dll,Windows,Windows,,Bundled JSON.NET library shipped inside the Discovery Agent MSI.
freshservice,Freshservice,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\log4net.dll,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\log4net.dll,Windows,Windows,,Bundled log4net library shipped inside the Discovery Agent MSI.
freshservice,Freshservice,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\Microsoft.Win32.TaskScheduler.dll,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\Microsoft.Win32.TaskScheduler.dll,Windows,Windows,,Microsoft.Win32.TaskScheduler library shipped inside the Discovery Agent MSI; used to register scheduled tasks for inventory cycles.
freshservice,Freshservice,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\settings.conf,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\settings.conf,Windows,Windows,,Freshservice Discovery Agent local config file.
freshservice,Freshservice,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\fslogger.xml,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\fslogger.xml,Windows,Windows,,log4net configuration file for FSAgentService.
freshservice,Freshservice,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\logs\*,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\logs\*,Windows,Windows,,Freshservice Discovery Agent log directory (vendor-documented log location for the Windows agent).
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.ScanService.exe,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.ScanService.exe,Windows,Windows,,Freshservice Discovery Probe SYSTEM scan service binary (registered as Windows service `FreshServiceScan`). Confirmed via `fs-probe-4.13.0.msi` ServiceInstall table.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.Window.exe,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.Window.exe,Windows,Windows,,Freshservice Discovery Probe tray application; embeds references to fstools.freshservice.com and fstools.freshasset.com.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\AutoUpdate.exe,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\AutoUpdate.exe,Windows,Windows,,Freshservice Discovery Probe auto-updater binary.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.AutoFlush.exe,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.AutoFlush.exe,Windows,Windows,,Freshservice Discovery Probe scheduled flush helper.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.OIDLibraryPuller.exe,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.OIDLibraryPuller.exe,Windows,Windows,,Freshservice Discovery Probe SNMP OID library updater.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.ProgressBar.exe,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.ProgressBar.exe,Windows,Windows,,Freshservice Discovery Probe scan progress UI helper.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\FSProbeReporter.exe,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\FSProbeReporter.exe,Windows,Windows,,Freshservice Discovery Probe telemetry reporter.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\FSProbeCrashStatusUpdater.exe,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\FSProbeCrashStatusUpdater.exe,Windows,Windows,,Freshservice Discovery Probe crash reporter.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\UninstallStatusUpdater.exe,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\UninstallStatusUpdater.exe,Windows,Windows,,Freshservice Discovery Probe uninstall reporter.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\FSScheduler.exe,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\FSScheduler.exe,Windows,Windows,,Freshservice Discovery Probe scheduler helper (registers scheduled scan tasks).
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\FSWmiScanner.exe,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\FSWmiScanner.exe,Windows,Windows,,Freshservice Discovery Probe WMI scanner helper.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\IPRangeCalculator.exe,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\IPRangeCalculator.exe,Windows,Windows,,Freshservice Discovery Probe IP-range subnet calculator helper.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\plink.exe,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\plink.exe,Windows,Windows,,"Bundled PuTTY plink 0.62 executable shipped inside the Discovery Probe MSI for SSH-based scanning. Legitimate redistributable, but execution from this path is a Freshservice-specific signal."
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.ScanService.exe.config,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.ScanService.exe.config,Windows,Windows,,.NET application config file for the FreshServiceScan service.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.Model.dll,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.Model.dll,Windows,Windows,,Freshservice Discovery Probe data-model assembly.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.PostMan.dll,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.PostMan.dll,Windows,Windows,,Freshservice Discovery Probe HTTP client assembly.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.GlobalSettings.dll,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.GlobalSettings.dll,Windows,Windows,,Freshservice Discovery Probe settings assembly.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.Linux.dll,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.Linux.dll,Windows,Windows,,Freshservice Discovery Probe Linux scanner assembly.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.Scanner.dll,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.Scanner.dll,Windows,Windows,,Freshservice Discovery Probe primary scanner assembly.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.UtilitiesWrapper.dll,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.DiscoveryProbe.UtilitiesWrapper.dll,Windows,Windows,,Freshservice Discovery Probe utilities wrapper.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.Discovery.SNMP.dll,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.Discovery.SNMP.dll,Windows,Windows,,Freshservice Discovery Probe SNMP scanner assembly.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.Discovery.Utilities.dll,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.Discovery.Utilities.dll,Windows,Windows,,Freshservice Discovery shared utilities assembly.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.Integrations.SCCM.dll,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Freshservice.Integrations.SCCM.dll,Windows,Windows,,Freshservice Discovery Probe Microsoft SCCM integration assembly (issues SCCM SQL queries on the customer SCCM server).
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Vim25Service.dll,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Vim25Service.dll,Windows,Windows,,VMware vSphere SDK assembly (12.6 MB) shipped inside the Discovery Probe MSI for VMware ESXi/vCenter inventory.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Renci.SshNet.dll,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Renci.SshNet.dll,Windows,Windows,,Bundled Renci.SshNet 2016.1.0.0 SSH client library used by the Probe for Linux/Unix scans.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\SnmpSharpNet.dll,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\SnmpSharpNet.dll,Windows,Windows,,Bundled SnmpSharpNet 0.9.5 SNMP client library used by the Probe.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\System.Data.SQLite.dll,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\System.Data.SQLite.dll,Windows,Windows,,Bundled System.Data.SQLite library used by the Probe for its local discovery DB.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\SQLite.Interop.dll,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\SQLite.Interop.dll,Windows,Windows,,Bundled SQLite native interop DLL used by the Probe.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Microsoft.Win32.TaskScheduler.dll,C:\Program Files (x86)\Freshworks\FreshServiceProbe\bin\Microsoft.Win32.TaskScheduler.dll,Windows,Windows,,Microsoft.Win32.TaskScheduler library used by FSScheduler.exe to register Windows scheduled scan tasks.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\db\freshservice_discovery.db,C:\Program Files (x86)\Freshworks\FreshServiceProbe\db\freshservice_discovery.db,Windows,Windows,,Freshservice Discovery Probe local SQLite database holding scan results and tenant config.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\conf\Configurations.json,C:\Program Files (x86)\Freshworks\FreshServiceProbe\conf\Configurations.json,Windows,Windows,,Freshservice Discovery Probe primary JSON configuration file.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\conf\fslogger.xml,C:\Program Files (x86)\Freshworks\FreshServiceProbe\conf\fslogger.xml,Windows,Windows,,log4net config file for the FreshServiceScan service.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\conf\fsautoupdatelogger.xml,C:\Program Files (x86)\Freshworks\FreshServiceProbe\conf\fsautoupdatelogger.xml,Windows,Windows,,log4net config file for the AutoUpdate.exe Probe updater.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\nmap\nmap-service-probes,C:\Program Files (x86)\Freshworks\FreshServiceProbe\nmap\nmap-service-probes,Windows,Windows,,Bundled nmap service-probes database (~2.3 MB) shipped inside the Discovery Probe MSI; used by the Probe for service-version detection on customer networks.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\scan\windows_scripts\ListADComputers.vbs,C:\Program Files (x86)\Freshworks\FreshServiceProbe\scan\windows_scripts\ListADComputers.vbs,Windows,Windows,,Bundled VBS that enumerates computers from Active Directory; invoked by the Discovery Probe for AD discovery.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\scan\windows_scripts\ListDomains.vbs,C:\Program Files (x86)\Freshworks\FreshServiceProbe\scan\windows_scripts\ListDomains.vbs,Windows,Windows,,Bundled VBS that enumerates domains from Active Directory.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\scan\windows_scripts\GetComputerInfo.vbs,C:\Program Files (x86)\Freshworks\FreshServiceProbe\scan\windows_scripts\GetComputerInfo.vbs,Windows,Windows,,"Bundled VBS that gathers per-host computer info (OS, hardware, users) — invoked by the Probe over WMI."
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\scan\unix_scripts\unix_ssh_scan.sh,C:\Program Files (x86)\Freshworks\FreshServiceProbe\scan\unix_scripts\unix_ssh_scan.sh,Windows,Windows,,Bundled Bash script that the Probe pushes over SSH to Linux/Unix targets to gather inventory.
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\Uninstall.bat,C:\Program Files (x86)\Freshworks\FreshServiceProbe\Uninstall.bat,Windows,Windows,,Freshservice Discovery Probe uninstall helper batch file (shipped inside the Probe MSI).
freshservice,Freshservice,C:\Program Files (x86)\Freshworks\FreshServiceProbe\MsiUpdater.vbs,C:\Program Files (x86)\Freshworks\FreshServiceProbe\MsiUpdater.vbs,Windows,Windows,,Freshservice Discovery Probe VBS helper used by AutoUpdate.exe to chain new MSIs via msiexec.
freshservice,Freshservice,FSProbeUninstall.vbs,FSProbeUninstall.vbs,Windows,Windows,,VBS uninstall helper observed in VirusTotal as a referrer file for fstools.freshservice.com (community-distributed Probe uninstall script).
freshservice,Freshservice,%PROGRAMFILES(X86)%\Freshdesk\Freshservice Discovery Agent\*,C:\Program Files (x86)\Freshdesk\Freshservice Discovery Agent\*,Windows,Windows,,Catch-all wildcard for the Discovery Agent install directory (32-bit MSI; on x64 Windows it lands under Program Files (x86)).
freshservice,Freshservice,%PROGRAMFILES(X86)%\Freshworks\FreshServiceProbe\*,C:\Program Files (x86)\Freshworks\FreshServiceProbe\*,Windows,Windows,,Catch-all wildcard for the Discovery Probe install directory.
freshservice,Freshservice,/Applications/Freshservice Discovery Agent.app,/Applications/Freshservice Discovery Agent.app,macOS,MacOS,,macOS Discovery Agent install location (vendor docs — supported on macOS Catalina through Sequoia/Tahoe; binary names not directly observed).
freshservice,Freshservice,/opt/freshservice/discovery_agent/*,/opt/freshservice/discovery_agent/*,Linux,Linux,,Inferred Linux Discovery Agent install root based on the vendor's documented Linux install script and .NET 5+ runtime requirement; not directly verified against a Linux build.
getscreen,GetScreen,C:\ProgramData\Getscreen.me\<date>.log,C:\ProgramData\Getscreen.me\<date>.log,Windows,Windows,,"General application log file containing timestamps in UTC. The date and year must be correlated from the filename, as a new log is created for each day."
getscreen,GetScreen,C:\ProgramData\Getscreen.me\<date>.gui.log,C:\ProgramData\Getscreen.me\<date>.gui.log,Windows,Windows,,"Operator interaction log. Records all actions performed by the operator on the remote host, including control mode activity and interactive file explorer usage. Timestamps are in UTC and must be correlated with the filename for full date context."
getscreen,GetScreen,C:\ProgramData\Getscreen.me\session.inf,C:\ProgramData\Getscreen.me\session.inf,Windows,Windows,,"Contains a list of previous sessions with source IP, country, region, city and start/end time in epoch format."
getscreen,GetScreen,C:\Users\*\AppData\Local\Getscreen.me,C:\Users\*\AppData\Local\Getscreen.me,Windows,Windows,,Local application data directory.
glpi,GLPI Agent,C:\Program Files\GLPI-Agent\perl\bin\glpi-agent,C:\Program Files\GLPI-Agent\perl\bin\glpi-agent,Windows,Windows,,GLPI Agent main Perl entrypoint (Windows install)
glpi,GLPI Agent,C:\Program Files\GLPI-Agent\perl\bin\glpi-win32-service.bat,C:\Program Files\GLPI-Agent\perl\bin\glpi-win32-service.bat,Windows,Windows,,Windows service wrapper script that hosts the agent as a Windows service
glpi,GLPI Agent,C:\Program Files\GLPI-Agent\perl\bin\glpi-inventory,C:\Program Files\GLPI-Agent\perl\bin\glpi-inventory,Windows,Windows,,Standalone inventory collector (offline / one-shot)
glpi,GLPI Agent,C:\Program Files\GLPI-Agent\perl\bin\glpi-netdiscovery,C:\Program Files\GLPI-Agent\perl\bin\glpi-netdiscovery,Windows,Windows,,SNMP network discovery task binary
glpi,GLPI Agent,C:\Program Files\GLPI-Agent\perl\bin\glpi-netinventory,C:\Program Files\GLPI-Agent\perl\bin\glpi-netinventory,Windows,Windows,,SNMP network inventory task binary
glpi,GLPI Agent,C:\Program Files\GLPI-Agent\perl\bin\glpi-esx,C:\Program Files\GLPI-Agent\perl\bin\glpi-esx,Windows,Windows,,VMware ESX inventory task binary
glpi,GLPI Agent,C:\Program Files\GLPI-Agent\perl\bin\glpi-injector,C:\Program Files\GLPI-Agent\perl\bin\glpi-injector,Windows,Windows,,Inventory data injection / push utility
glpi,GLPI Agent,C:\Program Files\GLPI-Agent\perl\bin\glpi-remote,C:\Program Files\GLPI-Agent\perl\bin\glpi-remote,Windows,Windows,,Remote agent management utility (SSH / WinRM-based remote inventory)
glpi,GLPI Agent,C:\Program Files\GLPI-Agent\perl\bin\perl.exe,C:\Program Files\GLPI-Agent\perl\bin\perl.exe,Windows,Windows,,Strawberry Perl interpreter bundled with the GLPI Agent MSI
glpi,GLPI Agent,C:\Program Files\GLPI-Agent\perl\bin\wperl.exe,C:\Program Files\GLPI-Agent\perl\bin\wperl.exe,Windows,Windows,,Strawberry Perl windowless interpreter bundled with the GLPI Agent MSI
glpi,GLPI Agent,C:\Program Files\GLPI-Agent\etc\agent.cfg,C:\Program Files\GLPI-Agent\etc\agent.cfg,Windows,Windows,,GLPI Agent configuration file (Windows portable mode and override location)
glpi,GLPI Agent,C:\Program Files\GLPI-Agent\logs\glpi-agent.log,C:\Program Files\GLPI-Agent\logs\glpi-agent.log,Windows,Windows,,Default GLPI Agent log file path on Windows
glpi,GLPI Agent,C:\Program Files\GLPI-Agent\var\*,C:\Program Files\GLPI-Agent\var\*,Windows,Windows,,"GLPI Agent variable / state directory (cached inventory, last-run state)"
glpi,GLPI Agent,/usr/bin/glpi-agent,/usr/bin/glpi-agent,Linux,Linux,,GLPI Agent main binary on Linux package installs (.deb / .rpm)
glpi,GLPI Agent,/usr/local/bin/glpi-agent,/usr/local/bin/glpi-agent,Linux,Linux,,GLPI Agent main binary on Linux AppImage installs (default --installpath)
glpi,GLPI Agent,/etc/glpi-agent/agent.cfg,/etc/glpi-agent/agent.cfg,Linux,Linux,,GLPI Agent main configuration file on Linux (FHS layout)
glpi,GLPI Agent,/etc/glpi-agent/conf.d/*,/etc/glpi-agent/conf.d/*,Linux,Linux,,GLPI Agent configuration overrides directory (preserved across package upgrades)
glpi,GLPI Agent,/var/lib/glpi-agent/*,/var/lib/glpi-agent/*,Linux,Linux,,"GLPI Agent variable / state directory on Linux (cached inventory, last-run state)"
glpi,GLPI Agent,/lib/systemd/system/glpi-agent.service,/lib/systemd/system/glpi-agent.service,Linux,Linux,,systemd unit file shipped by glpi-agent .deb / .rpm packages — ExecStart=/usr/bin/glpi-agent --daemon --no-fork $OPTIONS
glpi,GLPI Agent,/Applications/GLPI-Agent/etc/agent.cfg,/Applications/GLPI-Agent/etc/agent.cfg,MacOS,MacOS,,GLPI Agent main configuration file on macOS
glpi,GLPI Agent,/Applications/GLPI-Agent/etc/conf.d/*,/Applications/GLPI-Agent/etc/conf.d/*,MacOS,MacOS,,GLPI Agent configuration overrides directory on macOS
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.AppManagement.zip,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.AppManagement.zip,Windows,Windows,,Gorelo Agent Plugin - App Management
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.DeviceChat.zip,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.DeviceChat.zip,Windows,Windows,,Gorelo Agent Plugin - Device Chat
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.IpAddressDetector.zip,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.IpAddressDetector.zip,Windows,Windows,,Gorelo Agent Plugin - IpAddress Detector
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.ScreenCapture.zip,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.ScreenCapture.zip,Windows,Windows,,Gorelo Agent Plugin - Screen Capture
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.ScriptRunner.zip,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.ScriptRunner.zip,Windows,Windows,,Gorelo Agent Plugin - Script Runner
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.ServerMonitor.zip,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.ServerMonitor.zip,Windows,Windows,,Gorelo Agent Plugin - Server Monitor
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.ShellCommand.zip,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.ShellCommand.zip,Windows,Windows,,Gorelo Agent Plugin - Shell Command
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.SystemProfiler.zip,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.SystemProfiler.zip,Windows,Windows,,Gorelo Agent Plugin - System Profiler
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.SystemSecurityManagement.zip,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.SystemSecurityManagement.zip,Windows,Windows,,Gorelo Agent Plugin - System Security Management
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.WindowsChecker.zip,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.WindowsChecker.zip,Windows,Windows,,Gorelo Agent Plugin - Windows Checker
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.WindowsPatchManagement.zip,C:\Program Files\Gorelo\Agent\Plugins\Downloads\Gorelo.RemoteManagement.WindowsPatchManagement.zip,Windows,Windows,,Gorelo Agent Plugin - Windows Patch Management
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Agent\RMMAgent\Gorelo.RemoteManagement.Agent\Gorelo.RemoteManagement.Agent.exe,C:\Program Files\Gorelo\Agent\RMMAgent\Gorelo.RemoteManagement.Agent\Gorelo.RemoteManagement.Agent.exe,Windows,Windows,,Gorelo RMM Agent executable
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Agent\Shell\Gorelo.RemoteManagement.Shell\Gorelo.RemoteManagement.Shell.exe,C:\Program Files\Gorelo\Agent\Shell\Gorelo.RemoteManagement.Shell\Gorelo.RemoteManagement.Shell.exe,Windows,Windows,,Gorelo RMM Shell executable
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Installer\Downloads\Gorelo.RemoteManagement.Agent.zip,C:\Program Files\Gorelo\Installer\Downloads\Gorelo.RemoteManagement.Agent.zip,Windows,Windows,,Installer Download - Agent package
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Installer\Downloads\Gorelo.RemoteManagement.Shell.zip,C:\Program Files\Gorelo\Installer\Downloads\Gorelo.RemoteManagement.Shell.zip,Windows,Windows,,Installer Download - Shell package
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Installer\Downloads\Gorelo.Rmm.Installer.Handler.zip,C:\Program Files\Gorelo\Installer\Downloads\Gorelo.Rmm.Installer.Handler.zip,Windows,Windows,,Installer Download - Handler package
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Installer\Downloads\Gorelo.Rmm.Installer.zip,C:\Program Files\Gorelo\Installer\Downloads\Gorelo.Rmm.Installer.zip,Windows,Windows,,Installer Download - Installer package
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Installer\Gorelo.Rmm.Installer.Handler\Gorelo.Rmm.Installer.Handler.exe,C:\Program Files\Gorelo\Installer\Gorelo.Rmm.Installer.Handler\Gorelo.Rmm.Installer.Handler.exe,Windows,Windows,,RMM Installer Handler executable
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\Installer\Gorelo.Rmm.Installer\Gorelo.Rmm.Installer.exe,C:\Program Files\Gorelo\Installer\Gorelo.Rmm.Installer\Gorelo.Rmm.Installer.exe,Windows,Windows,,RMM Installer executable
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\LogFiles\Agent\diagnostics-*.txt,C:\Program Files\Gorelo\LogFiles\Agent\diagnostics-*.txt,Windows,Windows,,Diagnostics logs for the Agent component
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\LogFiles\Installer\diagnostics-*.txt,C:\Program Files\Gorelo\LogFiles\Installer\diagnostics-*.txt,Windows,Windows,,Diagnostics logs for the Installer component
gorelormm,Gorelo RMM,C:\Program Files\Gorelo\LogFiles\InstallerHandler\diagnostics-*.txt,C:\Program Files\Gorelo\LogFiles\InstallerHandler\diagnostics-*.txt,Windows,Windows,,Diagnostics logs for the InstallerHandler component
