slug,name,category,description,author,created,last_modified,website,privileges,free,verification,supported_os,capabilities,installation_paths,pe_original_names,pe_filenames,vulnerabilities,references,source_file
eset_remote_administrator,ESET Remote Administrator,RMM,ESET Remote Administrator is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.eset.com/me/business/remote-management/remote-administrator/,,,,,,era.exe | einstaller.exe | ezhelp*.exe | eratool.exe | ERAAgent.exe,,,,https://eset.com/me/business/remote-management/remote-administrator/,eset_remote_administrator.yaml
extraputty,ExtraPuTTY,RAT,ExtraPuTTY is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://sourceforge.net/projects/extraputty/,,,,Windows,,C:\Users\*\ExtraPuTTY-0.30-2016-01-28-installer.exe | *Users\*\ExtraPuTTY-0.30-2016-01-28-installer.exe | *\ExtraPuTTY-0.30-2016-01-28-installer.exe,,,,,extraputty.yaml
ezhelp,ezHelp,RMM,ezHelp is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://ezhelp.co.kr/,,,,,,ezhelpclientmanager.exe | ezHelpManager.exe | ezhelpclient.exe,,,,https://www.exhelp.co.kr,ezhelp.yaml
fastviewer,FastViewer,RMM,FastViewer is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.matrix42.com/en/fastviewer,,,,,,fastclient.exe | fastmaster.exe | FastViewer.exe,,,,https://fastviewer.com/demo/EN_FastViewer_Server%20Installation%20Configuration.pdf,fastviewer.yaml
fixme,FixMe.it,RMM,FixMe.it is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://fixme.it/,,,,Windows,,FixMeit Client.exe | TiExpertStandalone.exe | FixMeitClient*.exe | TiExpertCore.exe | FixMeit Unattended Access Setup.exe | FixMeit Expert Setup.exe | TiExpertCore.exe | fixmeitclient.exe | TiClientCore.exe | TiClientHelper*.exe | 9380CC75B872221A7425D7503565B67580407F60,,,,,fixme.yaml
fleetdeck,FleetDeck.io,RMM,"FleetDeck is a remote monitoring and management (RMM) tool that provides agent-based remote desktop access and system management capabilities. The software supports remote desktop access, reboot/shutdown capabilities including safe mode, and virtual terminal support. FleetDeck agents report system information and enable remote access to managed endpoints. The tool can be deployed via MSI, MST, or shared link installations.",Michael Haag,2026-01-15,2026-01-15,https://fleetdeck.io/,SYSTEM,Trial and Paid,Code-signed,Windows,Remote Control | Remote Access | Remote Desktop | System Reboot | Safe Mode Access | Remote Shutdown | Virtual Terminal | System Monitoring,C:\Program Files (x86)\FleetDeck Agent\fleetdeck_agent_svc.exe | C:\Program Files (x86)\FleetDeck Agent\*\fleetdeck_agent.exe | C:\Program Files (x86)\FleetDeck Agent\*\fd_agent.dll | C:\Windows\Temp\FleetDeck\* | fleetdeck-agent.exe | fleetdeck_agent_svc.exe | fleetdeck_commander_svc.exe | fleetdeck_installer.exe | fleetdeck_commander_launcher.exe | fleetdeck_agent.exe | fleetdeck-agent.msi | fleetdeck-agent.mst,fleetdeck_installer,fleetdeck-agent.exe | fleetdeck_agent_svc.exe | fleetdeck-agent.msi | fd_agent.dll,,https://github.com/magicsword-io/LOLRMM/issues/112 | https://fleetdeck.io/faq/,fleetdeck.yaml
fortra,Fortra,RMM,Fortra is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://power.fortra.com/solutions/monitoring/remote-management-msps,,,,,,,,,,https://www.fortra.com - No free/cloud RMM softwars listed,fortra.yaml
free_ping_tool,Free Ping Tool,RAT,Free Ping Tool is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,can't find this one | can't find this one,,,,,free_ping_tool.yaml
free_tools_launcher,Free Tools Launcher,RMM,Free Tools Launcher is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.manageengine.com/free-tools.html,,,,,,C:\Program Files\ManageEngine\ManageEngine Free Tools\Launcher\* | *\ManageEngine\*,,,,,free_tools_launcher.yaml
freenx,FreeNX,RAT,FreeNX is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,Windows,,C:\*\nxplayer.exe | *\nxplayer.exe,,,,,freenx.yaml
freerdp,FreeRDP,RAT,FreeRDP is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.freerdp.com/,,,,,,,,,,,freerdp.yaml
gatherplace-desktop_sharing,GatherPlace-desktop sharing,RMM,GatherPlace-desktop sharing is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://web.archive.org/web/20241106023713/https://www.gatherplace.com/,,,,,,gp3.exe | gp4.exe | gp5.exe,,,,https://www.gatherplace.com/kb?id=136377,gatherplace-desktop_sharing.yaml
getscreen,GetScreen,RMM,GetScreen is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://getscreen.me/,,,,Windows,,GetScreen.exe | getscreen.exe,,,,https://docs.getscreen.me/self-hosted/system-requirements/,getscreen.yaml
gorelormm,Gorelo RMM,RMM,Gorelo RMM is a remote monitoring and management tool facilitating remote access and control of devices for support and administration.,Jean-Marc ALBERT,2025-11-13,2025-11-13,https://www.gorelo.io/remote-management/,User,False,False,Windows | Mac,File Transfer | File System Access | Remote Control | GUI Support | Command line Support,,Gorelo.Rmm.Setup.exe,Gorelo.Rmm.Setup.exe,,https://github.com/magicsword-io/LOLRMM/issues/117 | https://www.linkedin.com/posts/magicswordio_new-to-lolrmmio-gorelormm-gorelormm-activity-7394482892422393856-BtKl/ | https://app.any.run/tasks/8b12557e-8c76-41e8-a3c7-e491f32a0b11,gorelormm.yaml
goto_opener,GoTo Opener,RMM,GoTo Opener is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://support.goto.com/meeting/help/about-the-goto-opener,,,,,,C:\Program Files (x86)\GoTo Opener | *\GoTo Opener,,,,,goto_opener.yaml
gotoassist,GoToAssist,RMM,GoToAssist is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://start.gotoassist.com/,,,,Windows,,gotoassist.exe | g2a*.exe | GoTo Assist Opener.exe | g2mcomm.exe | g2mupdate.com | goto opener.exe | g2ax_comm_customer.exe,,,,https://help.gotoassist.com/remote-support/help/what-should-i-allow-on-my-firewall-for-gotoassist-remote-support-v5,gotoassist.yaml
gotoassist_(goto_resolve),GoToAssist (GoTo Resolve),RMM,"GoTo Resolve (formerly LogMeIn Resolve) is an all-in-one IT management and remote monitoring and management (RMM) solution designed for small and midsize businesses (SMBs) and managed service providers (MSPs). It combines remote monitoring and management capabilities with remote support and access, ticketing, automation, and helpdesk functionality in a unified platform.",Daniel Koifman (KoifSec),2025-11-12,2025-11-12,https://www.logmein.com/products/resolve,User,False,True,Android | Windows | Mac,Command line Support | File System Access | File Transfer | GUI Support | Remote Control,C:\Program Files (x86)\GoTo Resolve Unattended\* | C:\Program Files\GoTo Resolve Unattended\* | GoToResolveExternalModuleHandler.exe | GoToResolveFileManager.exe | GoToResolveLoggerProcess.exe | GoToResolveNetworkChecker.exe | GoToResolveProcessChecker.exe | GoToResolveQuickView.exe | GoToResolveRegistryEditor.exe | GoToResolveRemoteControl.exe | GoToResolveService.exe | GoToResolveServiceManager.exe | GoToResolveTerminal.exe | GoToResolveTools32.exe | GoToResolveTools64.exe | GoToResolveUi.exe | GoToResolveUnattended.exe | GoToResolveUnattendedRemover.exe | GoToResolveUnattendedUi.exe,,,,https://asec.ahnlab.com/en/90968/,gotoassist_(goto_resolve).yaml
gotoassist_agent_desktop_console,GoToAssist Agent Desktop Console,RMM,GoToAssist Agent Desktop Console is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://console.gotoassist.com/,,,,,,C:\*\G2RDesktopConsole-x64.msi | *\G2RDesktopConsole-x64.msi,,,,,gotoassist_agent_desktop_console.yaml
gotohttp,GotoHTTP,RMM,GotoHTTP is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://gotohttp.com/,,,,,,GotoHTTP_x64.exe | gotohttp.exe | GotoHTTP*.exe,,,,https://gotohttp.com/goto/help.12x,gotohttp.yaml
gotomypc,GoToMyPC,RMM,GoToMyPC is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,Nasreddine Bencherchali,2024-08-05,2024-08-05,https://get.gotomypc.com/,,,,,,C:\Program Files (x86)\GoToMyPC\*,,AppCore.exe | g2comm.exe | g2file*.exe | g2fileh.exe | g2host.exe | g2m_download.exe | g2mainh.exe | G2MChat.exe | G2MCodecInstExtractor.exe | G2MComm.exe | G2MCoreInstExtractor.exe | G2MFeedback.exe | G2MHost.exee | G2MInstaller.exe | G2MInstallerExtractor.exe | G2MInstHigh.exe | G2MLauncher.exe | G2MMatchMaking.exe | G2MMaterials.exe | G2MPolling.exe | G2MQandA.exe | G2MRecorder.exe | G2MScrUtil64.exe | G2MSessionControl.exe | G2MStart.exe | G2MTesting.exe | G2MTranscoder.exe | G2MUI.exe | G2MUninstall.exe | g2mupload.exe | g2mvideoconference.exe | G2MView.exe | g2printh.exe | g2quick.exe | g2svc.exe | g2tray.exe | gopcsrv.exe | GoToScrUtils.exe | GoTo.exe,,https://support.logmeininc.com/gotomypc/help/what-are-the-optimal-firewall-configurations# | https://support.goto.com/training/help/how-do-i-configure-gototraining-to-work-with-firewalls | https://ruler-project.github.io/ruler-project/RULER/remote/Citrix%20GoToMyPC/,gotomypc.yaml
goverlan,Goverlan,RMM,Goverlan is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,Windows,,goverrmc.exe | govsrv*.exe | GovAgentInstallHelper.exe | GovAgentx64.exe | GovReachClient.exe | C:\Program Files (x86)\PJ Technologies\GOVsrv\* | *\PJ Technologies\GOVsrv\* | *\GovSrv.exe,,,,https://www.goverlan.com/pdf/Goverlan-Remote-Control-Software.pdf,goverlan.yaml
guacamole,Guacamole,RAT,Guacamole is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://guacamole.apache.org/,,,,,,guacd.exe,,,,https://guacamole.apache.org,guacamole.yaml
heartbeatrm,HeartbeatRM,RMM,"HeartbeatRM is a remote monitoring and management (RMM) tool that has been observed being leveraged in social engineering campaigns, including invitation-themed and Social Security–related phishing lures, to establish unauthorised remote access on victim endpoints prior to the deployment of ScreenConnect. The tool installs as a Windows service and serves as an initial access mechanism and staging point for secondary RMM deployment. Note - Specific binary names and paths reported in threat intelligence could not be independently verified via VirusTotal or official documentation.",Michael Haag,2026-01-15,2026-01-15,https://heartbeatrm.com/,SYSTEM,Unknown,,Windows,Remote Control | Remote Access | File Transfer | Command Line Support,C:\Program Files (x86)\HeartbeatRM\* | C:\Program Files\HeartbeatRM\* | *\HeartbeatRM\* | agent-installer-any.exe | hbrm-x64.exe | hbrm-updater-x64.exe,,agent-installer-any.exe | hbrm-x64.exe | hbrm-updater-x64.exe,,https://github.com/magicsword-io/LOLRMM/issues/136 | https://heartbeatrm.com/,heartbeatrm.yaml
helpbeam,HelpBeam,RMM,HelpBeam is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://web.archive.org/web/20141223111635/http://www.helpbeam.com/,,,,,,helpbeam*.exe,,,,https://www.helpbeam.com domain for sale in 2024,helpbeam.yaml
helpu,HelpU,RMM,HelpU is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://helpu.co.kr/,,,,,,helpu_install.exe | HelpuUpdater.exe | HelpuManager.exe,,,,https://helpu.co.kr/,helpu.yaml
hoptodesk,HopToDesk,RMM,HopToDesk is an open-source remote desktop tool similar to RustDesk. The tool has been observed being used by ransomware actors as a fallback when Quick Assist is blocked. HopToDesk creates firewall rules automatically and installs itself in Program Files. The tool communicates with signal servers and uses TURN servers for connectivity.,Michael Haag,2026-01-15,2026-01-15,https://www.hoptodesk.com/,User/SYSTEM,Open Source,Code-signed by Sectigo,Windows | Mac | Linux | Android,Remote Control | Remote Desktop | Screen Sharing | File Transfer,C:\Program Files (x86)\HopToDesk\HopToDesk.exe | HopToDesk.exe | HopToDesk-Standalone.exe,,HopToDesk.exe,,https://www.hoptodesk.com/#faqlink | https://gitlab.com/hoptodesk/hoptodesk | https://github.com/magicsword-io/LOLRMM/issues/92 | https://www.hoptodesk.com/ | https://www.virustotal.com/gui/file/ebd2c015cc43e0fedf0122768d65e3256d78c57422111a3ad21efe7663507ee5/details | https://gitlab.com/hoptodesk/hoptodesk/,hoptodesk.yaml
i'm_intouch,I'm InTouch,RMM,I'm InTouch is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://locator.01com.com/,,,,,,iit.exe | intouch.exe | I'm InTouch Go Installer.exe,,,,https://www.01com.com/mobile/imintouch-remote-pc-desktop/faqs/remote-access/,i'm_intouch.yaml
idrive,iDrive,RAT,"iDrive is a cloud backup and remote management software that has recently been observed being leveraged in social engineering campaigns, including invitation-themed and Social Security-related phishing lures, to establish unauthorized remote access on victim endpoints prior to the deployment of ScreenConnect. The tool installs as a Windows Scheduled Task and has been used as an initial access mechanism and staging point for secondary RMM deployment.",Michael Haag,2026-01-21,2026-01-21,https://www.idrive.com/,User,False,Commercial,Windows | macOS | Linux | Android | iOS,Cloud Backup | Remote Access | File Synchronization | Remote Desktop (BMR) | System Management,C:\ProgramData\IDrive\* | C:\Program Files\IDrive\* | C:\Program Files (x86)\IDrive\* | C:\Users\*\AppData\Local\IDrive\* | C:\Users\*\Downloads\IDriveWinSetup.exe | IDriveWinSetup.exe | IDriveEClassic.exe | id_tray.exe | IDComponent.dll,,IDriveWinSetup.exe | IDriveEClassic.exe | id_tray.exe | IDComponent.dll,,https://github.com/magicsword-io/LOLRMM/issues/142 | https://www.idrive.com/reseller/bmr-partner-management | https://www.idrive.com/,idrive.yaml
immybot,ImmyBot,RMM,"ImmyBot is a remote monitoring and management (RMM) and automation tool designed for MSPs, focusing on workstation configuration, software deployment, and patch management. The tool has been reported in private threat intelligence as being delivered via phishing campaigns to establish unauthorized remote access, though no public references are currently available. ImmyBot uses signed agents and operates over secure websockets to managed endpoints.",Michael Haag,2026-01-15,2026-01-15,https://www.immy.bot/,SYSTEM,Trial Available,Code-signed with EV certificate,Windows,Remote Control | Remote Access | File Transfer | Command Line Support | Software Deployment | Patch Management | Script Execution | Automated Configuration,C:\Program Files\ImmyBot\ImmyAgent.exe | C:\Program Files\ImmyBot\ImmyUpdater.exe | C:\Program Files (x86)\ImmyBot\ImmyAgent.exe | C:\Program Files (x86)\ImmyBot\ImmyUpdater.exe | *\ImmyBot\* | C:\Windows\Temp\ImmyBot\* | ImmyAgent.exe | ImmyUpdater.exe | ImmyBot.Agent.Ephemeral.exe | ImmyBot.msi,,ImmyAgent.exe | ImmyUpdater.exe | ImmyBot.Agent.Ephemeral.exe | ImmyBot.msi,,https://github.com/magicsword-io/LOLRMM/issues/135 | https://www.immy.bot/ | https://docs.immy.bot/Documentation/HowToGuides/agent-installation | https://docs.immy.bot/Documentation/Troubleshooting/security-software.html | https://docs.immy.bot/troubleshooting,immybot.yaml
imperoconnect,Impero Connect,RMM,Impero Connect is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,ImperoClientSVC.exe,,,,,imperoconnect.yaml
instant_housecall,Instant Housecall,RMM,Instant Housecall is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://instanthousecall.com/,,,,,,hsloader.exe | ihcserver.exe | instanthousecall.exe | instanthousecall.exe,,,,https://instanthousecall.com/features/,instant_housecall.yaml
instanthousecall,Instant Housecall,RMM,Instant Housecall is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://instanthousecall.com/,,,,,,hsloader.exe | InstantHousecall.exe | ihcserver.exe | instanthousecall.exe,,,,https://instanthousecall.com/features/,instanthousecall.yaml
insync,Insync,RAT,Insync is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,C:\Users\USERNAME\AppData\Roaming\Insync\App\Insync.exe | *Users\*\AppData\Roaming\Insync\App\Insync.exe | *\Insync.exe,,,,,insync.yaml
intelliadmin_remote_control,IntelliAdmin Remote Control,RMM,IntelliAdmin Remote Control is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,http://www.intelliadmin.com/index.php/remote-control/,,,,,,iadmin.exe | intelliadmin.exe | agent32.exe | agent64.exe | agent_setup_5.exe,,,,http://www.intelliadmin.com/index.php/remote-control/,intelliadmin_remote_control.yaml
iperius_remote,Iperius Remote,RMM,Iperius Remote is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.iperiusremote.com/,,,,,,iperius.exe | iperiusremote.exe,,,,https://www.iperiusremote.com/download-iperius-remote-desktop-windows.aspx,iperius_remote.yaml
isl_light,ISL Light,RMM,ISL Light is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.islonline.com/downloads/isl-light.htm,,,,,,islalwaysonmonitor.exe | isllight.exe | isllightservice.exe,,,,,isl_light.yaml
isl_online,ISL Online,RMM,ISL Online is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.islonline.com/,,,,Windows,,islalwaysonmonitor.exe | isllight.exe | isllightservice.exe | ISLLightClient.exe | C:\Program Files (x86)\ISL Online\ISL Light* | *\ISL Online\ISL Light* | *\ISLLight.exe,,,,https://help.islonline.com/19818/165940,isl_online.yaml
islonline,ISL Online,RMM,ISL Online is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.islonline.com/,,,,,,*\ISLLight.exe | isllight.exe | ISLLightClient.exe | C:\Program Files (x86)\ISL Online\ISL Light* | *\ISL Online\ISL Light* | ISLLight.exe | isllightservice.exe | islalwaysonmonitor.exe,,,,https://help.islonline.com/19818/165940,islonline.yaml
itarian,Itarian,RMM,Itarian is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.itarian.com/rmm/,,,,,,ITSMAgent.exe | RViewer.exe | ItsmRsp.exe | RAccess.exe | RmmService.exe | ITarianRemoteAccessSetup.exe | RDesktop.exe | ComodoRemoteControl.exe | ITSMService.exe | RHost.exe,,,,"https://help.itarian.com/topic-459-1-1005-14776-Appendix-1b---Endpoint-Manager-Services---IP-Nos,-Host-Names-and-Port-Details---US-Customers.html",itarian.yaml
itsupport247_(connectwise),ITSupport247 (ConnectWise),RMM,ITSupport247 (ConnectWise) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://control.itsupport247.net/,,,,Windows,,saazapsc.exe,,,,https://control.itsupport247.net/,itsupport247_(connectwise).yaml
itsupport247connectwise,ITSupport247 (ConnectWise),RMM,ITSupport247 (ConnectWise) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://control.itsupport247.net/,,,,,,saazapsc.exe,,,,https://control.itsupport247.net/,itsupport247connectwise.yaml
ivanti_remote_control,Ivanti Remote Control,RMM,Ivanti Remote Control is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.ivanti.com/use-cases/remote-control-all-of-my-devices-worldwide,,,,,,IvantiRemoteControl.exe | ArcUI.exe | AgentlessRC.exe,,,,https://rc1.ivanticloud.com/,ivanti_remote_control.yaml
jollysfastvnc,JollysFastVNC,RAT,JollysFastVNC is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.jinx.de/JollysFastVNC.html,,,,,,,,,,,jollysfastvnc.yaml
jump_cloud,Jump Cloud,RMM,Jump Cloud is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://jumpcloud.com/platform/remote-assistance,,,,,,JumpCloud*.exe,,,,https://jumpcloud.com/support/understand-remote-assist-agent,jump_cloud.yaml
jump_desktop,Jump Desktop,RMM,Jump Desktop is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://jumpdesktop.com/,,,,,,jumpclient.exe | jumpdesktop.exe | jumpservice.exe | jumpconnect.exe | jumpupdater.exe,,,,https://support.jumpdesktop.com/hc/en-us/articles/360042490351-Administrators-Guide-For-Jump-Desktop-Connect,jump_desktop.yaml
kabuto,Kabuto,RMM,Kabuto is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,Kabuto.App.Runner.exe,,,,https://www.repairtechsolutions.com/documentation/kabuto/,kabuto.yaml
kaseya,Kaseya (VSA),RMM,Kaseya (VSA) aka Unigma is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,Nasreddine Bencherchali,2024-08-05,2024-08-05,https://www.kaseya.com/,,,,Windows,,C:\Program Files (x86)\Kaseya\ | C:\ProgramData\Kaseya\,,agentmon.exe | KaUpdHlp.exe | KaUsrTsk.exe,,https://helpdesk.kaseya.com/hc/en-gb/articles/229012608-Software-Deployment-URL-Port-Requirements | https://helpdesk.kaseya.com/hc/en-gb/articles/229009708-Live-Connect-Log-File-Locations | https://ruler-project.github.io/ruler-project/RULER/remote/Kaseya/ | https://helpdesk.kaseya.com/hc/en-gb/articles/229009708-Live-Connect-Log-File-Locations,kaseya.yaml
khelpdesk,KHelpDesk,RMM,KHelpDesk is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.khelpdesk.com.br/,,,,,,KHelpDesk.exe,,,,https://www.khelpdesk.com.br/en-us,khelpdesk.yaml
kickidler,KickIdler,RMM,KickIdler is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.kickidler.com/,,,,,,grabberEM.*msi | grabberTT*.msi,,,,https://www.kickidler.com/for-it/faq/,kickidler.yaml
kitty,KiTTY,RAT,KiTTY is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.9bis.net/kitty/,,,,,,C:\*\kitty.exe | *\kitty.exe,,,,,kitty.yaml
koofr,Koofr,RAT,Koofr is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,,,,,,koofr.yaml
labteachconnectwiseautomate,LabTeach (Connectwise Automate),RMM,LabTeach (Connectwise Automate) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.connectwise.com/platform/automate,,,,Windows,,ltsvc.exe,,,,,labteachconnectwiseautomate.yaml
labtech_rmm_(now_connectwise_automate),LabTech RMM (Now ConnectWise Automate),RMM,LabTech RMM (Now ConnectWise Automate) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.connectwise.com/platform/automate,,,,,,ltsvc.exe | ltsvcmon.exe | lttray.exe,,,,,labtech_rmm_(now_connectwise_automate).yaml
landesk,LANDesk,RMM,LANDesk is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.landesk.com/,,,,,,issuser.exe | landeskagentbootstrap.exe | LANDeskPortalManager.exe | ldinv32.exe | ldsensors.exe | C:\Program Files (x86)\LANDesk\* | *\LANDesk\* | *\issuser.exe | *\softmon.exe | *\tmcsvc.exe,,,,https://forums.ivanti.com/s/article/URL-exception-list-for-Ivanti-Security-Controls?language=en_US,landesk.yaml
laplink_everywhere,Laplink Everywhere,RMM,Laplink Everywhere is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://everywhere.laplink.com/,,,,,,laplink.exe | laplink-everywhere-setup*.exe | laplinkeverywhere.exe | llrcservice.exe | serverproxyservice.exe | OOSysAgent.exe,,,,https://everywhere.laplink.com/docs,laplink_everywhere.yaml
laplink_gold,Laplink Gold,RMM,Laplink Gold is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://web.laplink.com/product/laplink-gold,,,,,,tsircusr.exe | laplink.exe,,,,https://web.laplink.com/product/laplink-gold,laplink_gold.yaml
level.io,Level.io,RMM,Level.io is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://level.io/,,,,,,level-windows-amd64.exe | level.exe | level-remote-control-ffmpeg.exe,,,,https://docs.level.io/1.0/admin-guides/troubleshooting-agent-issues,level.io.yaml
level,Level,RMM,Level is a remote monitoring and management (RMM) tool. Threat actors ...,"Christian Henriksen, ITM8 | Improsec",2024-02-11,2024-02-11,https://level.io/,User,Free,True,Windows,File Transfer | File System Access | Remote Control | Automation & Scripting,C:\Program Files\Level\*,,level.exe,,https://dfirtnt.wordpress.com/2023/09/05/rmm-level-io-forensic-artifacts-and-evidence/ | https://docs.level.io/en/articles/9926456-level-watchdog-task,level.yaml
levelio,Level.io,RMM,Level.io is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://level.io/,,,,Windows,,level-windows-amd64.exe | level.exe | level-remote-control-ffmpeg.exe,,,,https://docs.level.io/1.0/admin-guides/troubleshooting-agent-issues,levelio.yaml
lite_manager,Lite Manager,RMM,Lite Manager is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.litemanager.com/,,,,,,C:\Program Files\LiteManager Pro – Viewer\* | *\LiteManager Pro – Viewer\* | *\LMNoIpServer.exe,,,,,lite_manager.yaml
litemanager,LiteManager,RMM,LiteManager is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.litemanager.com/,,,,,,lmnoipserver.exe | ROMFUSClient.exe | romfusclient.exe | romviewer.exe | romserver.exe | ROMServer.exe,,,,https://www.litemanager.com/articles/LiteManager_remote_access_to_a_desktop_via_the_Internet_or_LAN/,litemanager.yaml
logmein,LogMeIn,RMM,LogMeIn is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,Nasreddine Bencherchali,2024-08-05,2024-08-05,https://www.logmein.com/,,,,,,,,lmiguardiansvc.exe | lmiignition.exe | logmeinsystray.exe | logmein.exe,,https://support.logmeininc.com/central/help/allowlisting-and-firewall-configuration,logmein.yaml
logmein_rescue,LogMeIn rescue,RMM,LogMeIn rescue is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.logmein.com/products/rescue,,,,,,support-logmeinrescue*.exe | support-logmeinrescue.exe | lmi_rescue.exe | C:\Users\*\AppData\Local\LogMeIn Rescue Applet\LMIR*.tmp\lmi_rescue.exe | C:\Users\*\AppData\Local\LogMeIn Rescue Applet\LMIR*.tmp\lmi_rescue_srv.exe | C:\Users\*\AppData\Local\LogMeIn Rescue Applet\LMIR*.tmp\lmi_rescue.exe,,,,https://support.logmeinrescue.com/rescue/help/allowlisting-and-rescue,logmein_rescue.yaml
manage_engine_(desktop_central),Manage Engine (Desktop Central),RMM,Manage Engine (Desktop Central) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://desktopcentral.manageengine.com,,,,,,dcagentservice.exe | dcagentregister.exe,,,,,manage_engine_(desktop_central).yaml
